"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Z20","Y34",0.666666666666667,"ZY","other","semi","Y34_Z20",2024,1,1,2,1
"Z21","Y34",0.428571428571428,"ZY","other","semi","Y34_Z21",2024,1,1,2,1
"Z22","Y34",0.571428571428571,"ZY","other","semi","Y34_Z22",2024,1,1,2,1
"Z23","Y34",0.5,"ZY","other","semi","Y34_Z23",2024,1,1,2,1
"Z24","Y34",0.5,"ZY","other","semi","Y34_Z24",2024,0,1,1,0
"Z26","Y34",0.375,"ZY","other","semi","Y34_Z26",2024,1,1,2,1
"Z27","Y34",0.428571428571428,"ZY","other","semi","Y34_Z27",2024,0,1,1,0
"Z28","Y34",0.428571428571428,"ZY","other","semi","Y34_Z28",2024,1,1,2,1
"Z29","Y34",0.5,"ZY","other","semi","Y34_Z29",2024,1,1,2,1
"Z30","Y34",0.428571428571428,"ZY","other","semi","Y34_Z30",2024,1,1,2,1
"Z31","Y34",0.666666666666667,"ZY","other","semi","Y34_Z31",2024,1,1,2,1
"Z32","Y34",0.5,"ZY","other","semi","Y34_Z32",2024,1,1,2,1
"Z33","Y34",0.571428571428571,"ZY","other","semi","Y34_Z33",2024,1,1,2,1
"Z35","Y34",0.571428571428571,"ZY","other","semi","Y34_Z35",2024,1,1,2,1
"Z38","Y34",0.428571428571428,"ZY","other","semi","Y34_Z38",2024,0,1,1,0
"Z39","Y34",0.5,"ZY","other","semi","Y34_Z39",2024,1,1,2,1
"Z40","Y34",0.6,"ZY","other","semi","Y34_Z40",2024,0,1,1,0
"Z41","Y34",0.666666666666667,"ZY","other","semi","Y34_Z41",2024,1,1,2,1
"Z42","Y34",0.375,"ZY","other","semi","Y34_Z42",2024,1,1,2,1
"Z43","Y34",0.428571428571428,"ZY","other","semi","Y34_Z43",2024,1,1,2,1
"Z44","Y34",0.5,"ZY","other","semi","Y34_Z44",2024,0,1,1,0
"Z45","Y34",0.333333333333333,"ZY","other","semi","Y34_Z45",2024,1,1,2,1
"Z02","Y35",0.5,"ZY","other","semi","Y35_Z02",2024,1,0,1,0
"Z03","Y35",0.428571428571428,"ZY","other","semi","Y35_Z03",2024,1,0,1,0
"Z05","Y35",0.714285714285714,"ZY","other","semi","Y35_Z05",2024,1,0,1,0
"Z06","Y35",0.571428571428571,"ZY","other","semi","Y35_Z06",2024,0,0,0,1
"Z07","Y35",0.666666666666667,"ZY","other","semi","Y35_Z07",2024,0,0,0,1
"Z08","Y35",0.5,"ZY","other","semi","Y35_Z08",2024,1,0,1,0
"Z10","Y35",0.428571428571428,"ZY","other","semi","Y35_Z10",2024,1,0,1,0
"Z11","Y35",0.571428571428571,"ZY","other","semi","Y35_Z11",2024,1,0,1,0
"Z13","Y35",0.428571428571428,"ZY","other","semi","Y35_Z13",2024,1,0,1,0
"Z14","Y35",0.375,"ZY","other","semi","Y35_Z14",2024,1,0,1,0
"Z15","Y35",0.571428571428571,"ZY","other","semi","Y35_Z15",2024,1,0,1,0
"Z16","Y35",0.428571428571428,"ZY","other","semi","Y35_Z16",2024,1,0,1,0
"Z17","Y35",0.375,"ZY","other","semi","Y35_Z17",2024,1,0,1,0
"Z18","Y35",0.333333333333333,"ZY","other","semi","Y35_Z18",2024,0,0,0,1
"Z19","Y35",0.5,"ZY","other","semi","Y35_Z19",2024,0,0,0,1
"Z20","Y35",0.428571428571428,"ZY","other","semi","Y35_Z20",2024,1,0,1,0
"Z21","Y35",0.428571428571428,"ZY","other","semi","Y35_Z21",2024,1,0,1,0
"Z22","Y35",0.571428571428571,"ZY","other","semi","Y35_Z22",2024,1,0,1,0
"Z23","Y35",0.5,"ZY","other","semi","Y35_Z23",2024,1,0,1,0
"Z24","Y35",0.5,"ZY","other","semi","Y35_Z24",2024,0,0,0,1
"Z26","Y35",0.571428571428571,"ZY","other","semi","Y35_Z26",2024,1,0,1,0
"Z27","Y35",0.666666666666667,"ZY","other","semi","Y35_Z27",2024,0,0,0,1
"Z28","Y35",0.666666666666667,"ZY","other","semi","Y35_Z28",2024,1,0,1,0
"Z29","Y35",0.714285714285714,"ZY","other","semi","Y35_Z29",2024,1,0,1,0
"Z30","Y35",0.666666666666667,"ZY","other","semi","Y35_Z30",2024,1,0,1,0
"Z31","Y35",0.428571428571428,"ZY","other","semi","Y35_Z31",2024,1,0,1,0
"Z32","Y35",0.5,"ZY","other","semi","Y35_Z32",2024,1,0,1,0
"Z33","Y35",0.571428571428571,"ZY","other","semi","Y35_Z33",2024,1,0,1,0
"Z35","Y35",0.375,"ZY","other","semi","Y35_Z35",2024,1,0,1,0
"Z38","Y35",0.666666666666667,"ZY","other","semi","Y35_Z38",2024,0,0,0,1
"Z39","Y35",0.714285714285714,"ZY","other","semi","Y35_Z39",2024,1,0,1,0
"Z40","Y35",0.6,"ZY","other","semi","Y35_Z40",2024,0,0,0,1
"Z41","Y35",0.666666666666667,"ZY","other","semi","Y35_Z41",2024,1,0,1,0
"Z42","Y35",0.571428571428571,"ZY","other","semi","Y35_Z42",2024,1,0,1,0
"Z43","Y35",0.428571428571428,"ZY","other","semi","Y35_Z43",2024,1,0,1,0
"Z44","Y35",0.5,"ZY","other","semi","Y35_Z44",2024,0,0,0,1
"Z45","Y35",0.333333333333333,"ZY","other","semi","Y35_Z45",2024,1,0,1,0
"Z03","Z02",0.5,"ZZ","same","same","Z02_Z03",2024,1,1,2,1
"Z05","Z02",0.555555555555556,"ZZ","same","same","Z02_Z05",2024,1,1,2,1
"Z06","Z02",0.857142857142857,"ZZ","same","same","Z02_Z06",2024,0,1,1,0
"Z07","Z02",0.714285714285714,"ZZ","same","same","Z02_Z07",2024,0,1,1,0
"Z08","Z02",0.75,"ZZ","same","same","Z02_Z08",2024,1,1,2,1
"Z10","Z02",0.5,"ZZ","same","same","Z02_Z10",2024,1,1,2,1
"Z11","Z02",0.857142857142857,"ZZ","same","same","Z02_Z11",2024,1,1,2,1
"Z13","Z02",0.714285714285714,"ZZ","same","same","Z02_Z13",2024,1,1,2,1
"Z14","Z02",0.625,"ZZ","same","same","Z02_Z14",2024,1,1,2,1
"Z15","Z02",0.625,"ZZ","same","same","Z02_Z15",2024,1,1,2,1
"Z16","Z02",0.5,"ZZ","same","same","Z02_Z16",2024,1,1,2,1
"Z17","Z02",0.625,"ZZ","same","same","Z02_Z17",2024,1,1,2,1
"Z18","Z02",0.428571428571428,"ZZ","same","same","Z02_Z18",2024,0,1,1,0
"Z19","Z02",0.571428571428571,"ZZ","same","same","Z02_Z19",2024,0,1,1,0
"Z20","Z02",0.5,"ZZ","same","same","Z02_Z20",2024,1,1,2,1
"Z21","Z02",0.714285714285714,"ZZ","same","same","Z02_Z21",2024,1,1,2,1
"Z22","Z02",0.444444444444444,"ZZ","same","same","Z02_Z22",2024,1,1,2,1
"Z23","Z02",0.555555555555556,"ZZ","same","same","Z02_Z23",2024,1,1,2,1
"Z24","Z02",0.571428571428571,"ZZ","same","same","Z02_Z24",2024,0,1,1,0
"Z26","Z02",0.625,"ZZ","same","same","Z02_Z26",2024,1,1,2,1
"Z27","Z02",0.5,"ZZ","same","same","Z02_Z27",2024,0,1,1,0
"Z28","Z02",0.5,"ZZ","same","same","Z02_Z28",2024,1,1,2,1
"Z29","Z02",0.555555555555556,"ZZ","same","same","Z02_Z29",2024,1,1,2,1
"Z30","Z02",0.5,"ZZ","same","same","Z02_Z30",2024,1,1,2,1
"Z31","Z02",0.5,"ZZ","same","same","Z02_Z31",2024,1,1,2,1
"Z32","Z02",0.571428571428571,"ZZ","same","same","Z02_Z32",2024,1,1,2,1
"Z33","Z02",0.444444444444444,"ZZ","same","same","Z02_Z33",2024,1,1,2,1
"Z35","Z02",0.625,"ZZ","same","same","Z02_Z35",2024,1,1,2,1
"Z38","Z02",0.5,"ZZ","same","same","Z02_Z38",2024,0,1,1,0
"Z39","Z02",0.555555555555556,"ZZ","same","same","Z02_Z39",2024,1,1,2,1
"Z40","Z02",0.428571428571428,"ZZ","same","same","Z02_Z40",2024,0,1,1,0
"Z41","Z02",0.5,"ZZ","same","same","Z02_Z41",2024,1,1,2,1
"Z42","Z02",0.857142857142857,"ZZ","same","same","Z02_Z42",2024,1,1,2,1
"Z43","Z02",0.714285714285714,"ZZ","same","same","Z02_Z43",2024,1,1,2,1
"Z44","Z02",0.571428571428571,"ZZ","same","same","Z02_Z44",2024,0,1,1,0
"Z45","Z02",0.428571428571428,"ZZ","same","same","Z02_Z45",2024,1,1,2,1
"Z05","Z03",0.714285714285714,"ZZ","same","same","Z03_Z05",2024,1,1,2,1
"Z06","Z03",0.571428571428571,"ZZ","same","same","Z03_Z06",2024,0,1,1,0
"Z07","Z03",0.666666666666667,"ZZ","same","same","Z03_Z07",2024,0,1,1,0
"Z08","Z03",0.714285714285714,"ZZ","same","same","Z03_Z08",2024,1,1,2,1
"Z10","Z03",1,"ZZ","same","same","Z03_Z10",2024,1,1,2,1
"Z11","Z03",0.571428571428571,"ZZ","same","same","Z03_Z11",2024,1,1,2,1
"Z13","Z03",0.666666666666667,"ZZ","same","same","Z03_Z13",2024,1,1,2,1
"Z14","Z03",0.833333333333333,"ZZ","same","same","Z03_Z14",2024,1,1,2,1
"Z15","Z03",0.571428571428571,"ZZ","same","same","Z03_Z15",2024,1,1,2,1
"Z16","Z03",0.666666666666667,"ZZ","same","same","Z03_Z16",2024,1,1,2,1
"Z17","Z03",0.571428571428571,"ZZ","same","same","Z03_Z17",2024,1,1,2,1
"Z18","Z03",0.6,"ZZ","same","same","Z03_Z18",2024,0,1,1,0
"Z19","Z03",0.8,"ZZ","same","same","Z03_Z19",2024,0,1,1,0
"Z20","Z03",1,"ZZ","same","same","Z03_Z20",2024,1,1,2,1
"Z21","Z03",0.666666666666667,"ZZ","same","same","Z03_Z21",2024,1,1,2,1
"Z22","Z03",0.833333333333333,"ZZ","same","same","Z03_Z22",2024,1,1,2,1
"Z23","Z03",0.5,"ZZ","same","same","Z03_Z23",2024,1,1,2,1
"Z24","Z03",0.8,"ZZ","same","same","Z03_Z24",2024,0,1,1,0
"Z26","Z03",0.571428571428571,"ZZ","same","same","Z03_Z26",2024,1,1,2,1
"Z27","Z03",0.666666666666667,"ZZ","same","same","Z03_Z27",2024,0,1,1,0
"Z28","Z03",0.666666666666667,"ZZ","same","same","Z03_Z28",2024,1,1,2,1
"Z29","Z03",0.714285714285714,"ZZ","same","same","Z03_Z29",2024,1,1,2,1
"Z30","Z03",0.666666666666667,"ZZ","same","same","Z03_Z30",2024,1,1,2,1
"Z31","Z03",1,"ZZ","same","same","Z03_Z31",2024,1,1,2,1
"Z32","Z03",0.8,"ZZ","same","same","Z03_Z32",2024,1,1,2,1
"Z33","Z03",0.833333333333333,"ZZ","same","same","Z03_Z33",2024,1,1,2,1
"Z35","Z03",0.571428571428571,"ZZ","same","same","Z03_Z35",2024,1,1,2,1
"Z38","Z03",0.666666666666667,"ZZ","same","same","Z03_Z38",2024,0,1,1,0
"Z39","Z03",0.714285714285714,"ZZ","same","same","Z03_Z39",2024,1,1,2,1
"Z40","Z03",0.6,"ZZ","same","same","Z03_Z40",2024,0,1,1,0
"Z41","Z03",0.666666666666667,"ZZ","same","same","Z03_Z41",2024,1,1,2,1
"Z42","Z03",0.571428571428571,"ZZ","same","same","Z03_Z42",2024,1,1,2,1
"Z43","Z03",0.666666666666667,"ZZ","same","same","Z03_Z43",2024,1,1,2,1
"Z44","Z03",0.8,"ZZ","same","same","Z03_Z44",2024,0,1,1,0
"Z45","Z03",0.6,"ZZ","same","same","Z03_Z45",2024,1,1,2,1
"Z06","Z05",0.625,"ZZ","same","same","Z05_Z06",2024,0,1,1,0
"Z07","Z05",0.714285714285714,"ZZ","same","same","Z05_Z07",2024,0,1,1,0
"Z08","Z05",0.75,"ZZ","same","same","Z05_Z08",2024,1,1,2,1
"Z10","Z05",0.714285714285714,"ZZ","same","same","Z05_Z10",2024,1,1,2,1
"Z11","Z05",0.625,"ZZ","same","same","Z05_Z11",2024,1,1,2,1
"Z13","Z05",0.5,"ZZ","same","same","Z05_Z13",2024,1,1,2,1
"Z14","Z05",0.625,"ZZ","same","same","Z05_Z14",2024,1,1,2,1
"Z15","Z05",0.625,"ZZ","same","same","Z05_Z15",2024,1,1,2,1
"Z16","Z05",0.5,"ZZ","same","same","Z05_Z16",2024,1,1,2,1
"Z17","Z05",0.444444444444444,"ZZ","same","same","Z05_Z17",2024,1,1,2,1
"Z18","Z05",0.428571428571428,"ZZ","same","same","Z05_Z18",2024,0,1,1,0
"Z19","Z05",0.571428571428571,"ZZ","same","same","Z05_Z19",2024,0,1,1,0
"Z20","Z05",0.714285714285714,"ZZ","same","same","Z05_Z20",2024,1,1,2,1
"Z21","Z05",0.5,"ZZ","same","same","Z05_Z21",2024,1,1,2,1
"Z22","Z05",0.857142857142857,"ZZ","same","same","Z05_Z22",2024,1,1,2,1
"Z23","Z05",0.555555555555556,"ZZ","same","same","Z05_Z23",2024,1,1,2,1
"Z24","Z05",0.571428571428571,"ZZ","same","same","Z05_Z24",2024,0,1,1,0
"Z26","Z05",0.625,"ZZ","same","same","Z05_Z26",2024,1,1,2,1
"Z27","Z05",0.714285714285714,"ZZ","same","same","Z05_Z27",2024,0,1,1,0
"Z28","Z05",0.714285714285714,"ZZ","same","same","Z05_Z28",2024,1,1,2,1
"Z29","Z05",1,"ZZ","same","same","Z05_Z29",2024,1,1,2,1
"Z30","Z05",0.714285714285714,"ZZ","same","same","Z05_Z30",2024,1,1,2,1
"Z31","Z05",0.714285714285714,"ZZ","same","same","Z05_Z31",2024,1,1,2,1
"Z32","Z05",0.571428571428571,"ZZ","same","same","Z05_Z32",2024,1,1,2,1
"Z33","Z05",0.857142857142857,"ZZ","same","same","Z05_Z33",2024,1,1,2,1
"Z35","Z05",0.444444444444444,"ZZ","same","same","Z05_Z35",2024,1,1,2,1
"Z38","Z05",0.714285714285714,"ZZ","same","same","Z05_Z38",2024,0,1,1,0
"Z39","Z05",1,"ZZ","same","same","Z05_Z39",2024,1,1,2,1
"Z40","Z05",0.428571428571428,"ZZ","same","same","Z05_Z40",2024,0,1,1,0
"Z41","Z05",0.714285714285714,"ZZ","same","same","Z05_Z41",2024,1,1,2,1
"Z42","Z05",0.625,"ZZ","same","same","Z05_Z42",2024,1,1,2,1
"Z43","Z05",0.5,"ZZ","same","same","Z05_Z43",2024,1,1,2,1
"Z44","Z05",0.571428571428571,"ZZ","same","same","Z05_Z44",2024,0,1,1,0
"Z45","Z05",0.428571428571428,"ZZ","same","same","Z05_Z45",2024,1,1,2,1
"Z07","Z06",0.833333333333333,"ZZ","same","same","Z06_Z07",2024,0,0,0,1
"Z08","Z06",0.625,"ZZ","same","same","Z06_Z08",2024,1,0,1,0
"Z10","Z06",0.571428571428571,"ZZ","same","same","Z06_Z10",2024,1,0,1,0
"Z11","Z06",1,"ZZ","same","same","Z06_Z11",2024,1,0,1,0
"Z13","Z06",0.833333333333333,"ZZ","same","same","Z06_Z13",2024,1,0,1,0
"Z14","Z06",0.714285714285714,"ZZ","same","same","Z06_Z14",2024,1,0,1,0
"Z15","Z06",0.714285714285714,"ZZ","same","same","Z06_Z15",2024,1,0,1,0
"Z16","Z06",0.571428571428571,"ZZ","same","same","Z06_Z16",2024,1,0,1,0
"Z17","Z06",0.714285714285714,"ZZ","same","same","Z06_Z17",2024,1,0,1,0
"Z18","Z06",0.5,"ZZ","same","same","Z06_Z18",2024,0,0,0,1
"Z19","Z06",0.666666666666667,"ZZ","same","same","Z06_Z19",2024,0,0,0,1
"Z20","Z06",0.571428571428571,"ZZ","same","same","Z06_Z20",2024,1,0,1,0
"Z21","Z06",0.833333333333333,"ZZ","same","same","Z06_Z21",2024,1,0,1,0
"Z22","Z06",0.5,"ZZ","same","same","Z06_Z22",2024,1,0,1,0
"Z23","Z06",0.625,"ZZ","same","same","Z06_Z23",2024,1,0,1,0
"Z24","Z06",0.666666666666667,"ZZ","same","same","Z06_Z24",2024,0,0,0,1
"Z26","Z06",0.5,"ZZ","same","same","Z06_Z26",2024,1,0,1,0
"Z27","Z06",0.571428571428571,"ZZ","same","same","Z06_Z27",2024,0,0,0,1
"Z28","Z06",0.571428571428571,"ZZ","same","same","Z06_Z28",2024,1,0,1,0
"Z29","Z06",0.625,"ZZ","same","same","Z06_Z29",2024,1,0,1,0
"Z30","Z06",0.571428571428571,"ZZ","same","same","Z06_Z30",2024,1,0,1,0
"Z31","Z06",0.571428571428571,"ZZ","same","same","Z06_Z31",2024,1,0,1,0
"Z32","Z06",0.666666666666667,"ZZ","same","same","Z06_Z32",2024,1,0,1,0
"Z33","Z06",0.5,"ZZ","same","same","Z06_Z33",2024,1,0,1,0
"Z35","Z06",0.714285714285714,"ZZ","same","same","Z06_Z35",2024,1,0,1,0
"Z38","Z06",0.571428571428571,"ZZ","same","same","Z06_Z38",2024,0,0,0,1
"Z39","Z06",0.625,"ZZ","same","same","Z06_Z39",2024,1,0,1,0
"Z40","Z06",0.5,"ZZ","same","same","Z06_Z40",2024,0,0,0,1
"Z41","Z06",0.571428571428571,"ZZ","same","same","Z06_Z41",2024,1,0,1,0
"Z42","Z06",0.714285714285714,"ZZ","same","same","Z06_Z42",2024,1,0,1,0
"Z43","Z06",0.571428571428571,"ZZ","same","same","Z06_Z43",2024,1,0,1,0
"Z44","Z06",0.666666666666667,"ZZ","same","same","Z06_Z44",2024,0,0,0,1
"Z45","Z06",0.5,"ZZ","same","same","Z06_Z45",2024,1,0,1,0
"Z08","Z07",0.714285714285714,"ZZ","same","same","Z07_Z08",2024,1,0,1,0
"Z10","Z07",0.666666666666667,"ZZ","same","same","Z07_Z10",2024,1,0,1,0
"Z11","Z07",0.833333333333333,"ZZ","same","same","Z07_Z11",2024,1,0,1,0
"Z13","Z07",0.666666666666667,"ZZ","same","same","Z07_Z13",2024,1,0,1,0
"Z14","Z07",0.571428571428571,"ZZ","same","same","Z07_Z14",2024,1,0,1,0
"Z15","Z07",0.833333333333333,"ZZ","same","same","Z07_Z15",2024,1,0,1,0
"Z16","Z07",0.666666666666667,"ZZ","same","same","Z07_Z16",2024,1,0,1,0
"Z17","Z07",0.571428571428571,"ZZ","same","same","Z07_Z17",2024,1,0,1,0
"Z18","Z07",0.6,"ZZ","same","same","Z07_Z18",2024,0,0,0,1
"Z19","Z07",0.8,"ZZ","same","same","Z07_Z19",2024,0,0,0,1
"Z20","Z07",0.666666666666667,"ZZ","same","same","Z07_Z20",2024,1,0,1,0
"Z21","Z07",0.666666666666667,"ZZ","same","same","Z07_Z21",2024,1,0,1,0
"Z22","Z07",0.571428571428571,"ZZ","same","same","Z07_Z22",2024,1,0,1,0
"Z23","Z07",0.5,"ZZ","same","same","Z07_Z23",2024,1,0,1,0
"Z24","Z07",0.8,"ZZ","same","same","Z07_Z24",2024,0,0,0,1
"Z26","Z07",0.571428571428571,"ZZ","same","same","Z07_Z26",2024,1,0,1,0
"Z27","Z07",0.666666666666667,"ZZ","same","same","Z07_Z27",2024,0,0,0,1
"Z28","Z07",0.666666666666667,"ZZ","same","same","Z07_Z28",2024,1,0,1,0
"Z29","Z07",0.714285714285714,"ZZ","same","same","Z07_Z29",2024,1,0,1,0
"Z30","Z07",0.666666666666667,"ZZ","same","same","Z07_Z30",2024,1,0,1,0
"Z31","Z07",0.666666666666667,"ZZ","same","same","Z07_Z31",2024,1,0,1,0
"Z32","Z07",0.8,"ZZ","same","same","Z07_Z32",2024,1,0,1,0
"Z33","Z07",0.571428571428571,"ZZ","same","same","Z07_Z33",2024,1,0,1,0
"Z35","Z07",0.571428571428571,"ZZ","same","same","Z07_Z35",2024,1,0,1,0
"Z38","Z07",0.666666666666667,"ZZ","same","same","Z07_Z38",2024,0,0,0,1
"Z39","Z07",0.714285714285714,"ZZ","same","same","Z07_Z39",2024,1,0,1,0
"Z40","Z07",0.6,"ZZ","same","same","Z07_Z40",2024,0,0,0,1
"Z41","Z07",0.666666666666667,"ZZ","same","same","Z07_Z41",2024,1,0,1,0
"Z42","Z07",0.833333333333333,"ZZ","same","same","Z07_Z42",2024,1,0,1,0
"Z43","Z07",0.666666666666667,"ZZ","same","same","Z07_Z43",2024,1,0,1,0
"Z44","Z07",0.8,"ZZ","same","same","Z07_Z44",2024,0,0,0,1
"Z45","Z07",0.6,"ZZ","same","same","Z07_Z45",2024,1,0,1,0
"Z10","Z08",0.714285714285714,"ZZ","same","same","Z08_Z10",2024,1,1,2,1
"Z11","Z08",0.625,"ZZ","same","same","Z08_Z11",2024,1,1,2,1
"Z13","Z08",0.5,"ZZ","same","same","Z08_Z13",2024,1,1,2,1
"Z14","Z08",0.625,"ZZ","same","same","Z08_Z14",2024,1,1,2,1
"Z15","Z08",0.625,"ZZ","same","same","Z08_Z15",2024,1,1,2,1
"Z16","Z08",0.5,"ZZ","same","same","Z08_Z16",2024,1,1,2,1
"Z17","Z08",0.444444444444444,"ZZ","same","same","Z08_Z17",2024,1,1,2,1
"Z18","Z08",0.428571428571428,"ZZ","same","same","Z08_Z18",2024,0,1,1,0
"Z19","Z08",0.571428571428571,"ZZ","same","same","Z08_Z19",2024,0,1,1,0
"Z20","Z08",0.714285714285714,"ZZ","same","same","Z08_Z20",2024,1,1,2,1
"Z21","Z08",0.5,"ZZ","same","same","Z08_Z21",2024,1,1,2,1
"Z22","Z08",0.625,"ZZ","same","same","Z08_Z22",2024,1,1,2,1
"Z23","Z08",0.4,"ZZ","same","same","Z08_Z23",2024,1,1,2,1
"Z24","Z08",0.571428571428571,"ZZ","same","same","Z08_Z24",2024,0,1,1,0
"Z26","Z08",0.625,"ZZ","same","same","Z08_Z26",2024,1,1,2,1
"Z27","Z08",0.5,"ZZ","same","same","Z08_Z27",2024,0,1,1,0
"Z28","Z08",0.5,"ZZ","same","same","Z08_Z28",2024,1,1,2,1
"Z29","Z08",0.75,"ZZ","same","same","Z08_Z29",2024,1,1,2,1
"Z30","Z08",0.5,"ZZ","same","same","Z08_Z30",2024,1,1,2,1
"Z31","Z08",0.714285714285714,"ZZ","same","same","Z08_Z31",2024,1,1,2,1
"Z32","Z08",0.571428571428571,"ZZ","same","same","Z08_Z32",2024,1,1,2,1
"Z33","Z08",0.625,"ZZ","same","same","Z08_Z33",2024,1,1,2,1
"Z35","Z08",0.444444444444444,"ZZ","same","same","Z08_Z35",2024,1,1,2,1
"Z38","Z08",0.5,"ZZ","same","same","Z08_Z38",2024,0,1,1,0
"Z39","Z08",0.75,"ZZ","same","same","Z08_Z39",2024,1,1,2,1
"Z40","Z08",0.428571428571428,"ZZ","same","same","Z08_Z40",2024,0,1,1,0
"Z41","Z08",0.714285714285714,"ZZ","same","same","Z08_Z41",2024,1,1,2,1
"Z42","Z08",0.857142857142857,"ZZ","same","same","Z08_Z42",2024,1,1,2,1
"Z43","Z08",0.714285714285714,"ZZ","same","same","Z08_Z43",2024,1,1,2,1
"Z44","Z08",0.571428571428571,"ZZ","same","same","Z08_Z44",2024,0,1,1,0
"Z45","Z08",0.428571428571428,"ZZ","same","same","Z08_Z45",2024,1,1,2,1
"Z11","Z10",0.571428571428571,"ZZ","same","same","Z10_Z11",2024,1,1,2,1
"Z13","Z10",0.666666666666667,"ZZ","same","same","Z10_Z13",2024,1,1,2,1
"Z14","Z10",0.833333333333333,"ZZ","same","same","Z10_Z14",2024,1,1,2,1
"Z15","Z10",0.571428571428571,"ZZ","same","same","Z10_Z15",2024,1,1,2,1
"Z16","Z10",0.666666666666667,"ZZ","same","same","Z10_Z16",2024,1,1,2,1
"Z17","Z10",0.571428571428571,"ZZ","same","same","Z10_Z17",2024,1,1,2,1
"Z18","Z10",0.6,"ZZ","same","same","Z10_Z18",2024,0,1,1,0
"Z19","Z10",0.8,"ZZ","same","same","Z10_Z19",2024,0,1,1,0
"Z20","Z10",1,"ZZ","same","same","Z10_Z20",2024,1,1,2,1
"Z21","Z10",0.666666666666667,"ZZ","same","same","Z10_Z21",2024,1,1,2,1
"Z22","Z10",0.833333333333333,"ZZ","same","same","Z10_Z22",2024,1,1,2,1
"Z23","Z10",0.5,"ZZ","same","same","Z10_Z23",2024,1,1,2,1
"Z24","Z10",0.8,"ZZ","same","same","Z10_Z24",2024,0,1,1,0
"Z26","Z10",0.571428571428571,"ZZ","same","same","Z10_Z26",2024,1,1,2,1
"Z27","Z10",0.666666666666667,"ZZ","same","same","Z10_Z27",2024,0,1,1,0
"Z28","Z10",0.666666666666667,"ZZ","same","same","Z10_Z28",2024,1,1,2,1
"Z29","Z10",0.714285714285714,"ZZ","same","same","Z10_Z29",2024,1,1,2,1
"Z30","Z10",0.666666666666667,"ZZ","same","same","Z10_Z30",2024,1,1,2,1
"Z31","Z10",1,"ZZ","same","same","Z10_Z31",2024,1,1,2,1
"Z32","Z10",0.8,"ZZ","same","same","Z10_Z32",2024,1,1,2,1
"Z33","Z10",0.833333333333333,"ZZ","same","same","Z10_Z33",2024,1,1,2,1
"Z35","Z10",0.571428571428571,"ZZ","same","same","Z10_Z35",2024,1,1,2,1
"Z38","Z10",0.666666666666667,"ZZ","same","same","Z10_Z38",2024,0,1,1,0
"Z39","Z10",0.714285714285714,"ZZ","same","same","Z10_Z39",2024,1,1,2,1
"Z40","Z10",0.6,"ZZ","same","same","Z10_Z40",2024,0,1,1,0
"Z41","Z10",0.666666666666667,"ZZ","same","same","Z10_Z41",2024,1,1,2,1
"Z42","Z10",0.571428571428571,"ZZ","same","same","Z10_Z42",2024,1,1,2,1
"Z43","Z10",0.666666666666667,"ZZ","same","same","Z10_Z43",2024,1,1,2,1
"Z44","Z10",0.8,"ZZ","same","same","Z10_Z44",2024,0,1,1,0
"Z45","Z10",0.6,"ZZ","same","same","Z10_Z45",2024,1,1,2,1
"Z13","Z11",0.833333333333333,"ZZ","same","same","Z11_Z13",2024,1,1,2,1
"Z14","Z11",0.714285714285714,"ZZ","same","same","Z11_Z14",2024,1,1,2,1
"Z15","Z11",0.714285714285714,"ZZ","same","same","Z11_Z15",2024,1,1,2,1
"Z16","Z11",0.571428571428571,"ZZ","same","same","Z11_Z16",2024,1,1,2,1
"Z17","Z11",0.714285714285714,"ZZ","same","same","Z11_Z17",2024,1,1,2,1
"Z18","Z11",0.5,"ZZ","same","same","Z11_Z18",2024,0,1,1,0
"Z19","Z11",0.666666666666667,"ZZ","same","same","Z11_Z19",2024,0,1,1,0
"Z20","Z11",0.571428571428571,"ZZ","same","same","Z11_Z20",2024,1,1,2,1
"Z21","Z11",0.833333333333333,"ZZ","same","same","Z11_Z21",2024,1,1,2,1
"Z22","Z11",0.5,"ZZ","same","same","Z11_Z22",2024,1,1,2,1
"Z23","Z11",0.625,"ZZ","same","same","Z11_Z23",2024,1,1,2,1
"Z24","Z11",0.666666666666667,"ZZ","same","same","Z11_Z24",2024,0,1,1,0
"Z26","Z11",0.5,"ZZ","same","same","Z11_Z26",2024,1,1,2,1
"Z27","Z11",0.571428571428571,"ZZ","same","same","Z11_Z27",2024,0,1,1,0
"Z28","Z11",0.571428571428571,"ZZ","same","same","Z11_Z28",2024,1,1,2,1
"Z29","Z11",0.625,"ZZ","same","same","Z11_Z29",2024,1,1,2,1
"Z30","Z11",0.571428571428571,"ZZ","same","same","Z11_Z30",2024,1,1,2,1
"Z31","Z11",0.571428571428571,"ZZ","same","same","Z11_Z31",2024,1,1,2,1
"Z32","Z11",0.666666666666667,"ZZ","same","same","Z11_Z32",2024,1,1,2,1
"Z33","Z11",0.5,"ZZ","same","same","Z11_Z33",2024,1,1,2,1
"Z35","Z11",0.714285714285714,"ZZ","same","same","Z11_Z35",2024,1,1,2,1
"Z38","Z11",0.571428571428571,"ZZ","same","same","Z11_Z38",2024,0,1,1,0
